2.26414	3.61757
2.27117	3.49036
2.2782	3.44144
2.2782	3.38272
2.2782	3.29464
2.28523	3.26529
2.29226	3.22616
2.29928	3.18703
2.30631	3.1479
2.30631	3.10875
2.32037	3.07942
2.33833	3.0625
2.35551	3.09908
2.36254	3.12846
2.36254	3.17739
2.36957	3.21655
2.37831	3.25049
2.39065	3.07959
2.39768	2.88386
2.39768	2.46302
2.39768	1.85623
2.40471	1.37668
2.40471	1.17115
2.41173	1.04394
2.4162	0.91341
2.46093	0.9364
2.48904	0.97561
2.53121	1.01486
2.57739	1.05926
2.62961	1.10317
2.66475	1.13262
2.70692	1.16208
2.76258	1.18096
2.83015	1.19634
2.90214	1.17771
2.94587	1.15285
2.98101	1.13336
3.02318	1.1041
3.0672	1.06638
3.12158	1.02603
3.15672	0.99675
3.19889	0.94792
3.227	0.91862
3.26917	0.88447
3.30377	0.8416
3.34648	0.82103
3.4027	0.80159
3.46007	0.7933
3.5011	0.80672
3.55029	0.82641
3.58772	0.85245
3.61355	0.8706
3.65572	0.89516
3.68383	0.9197
3.71194	0.94912
3.75411	0.98837
3.78925	1.01782
3.83192	1.05714
3.88062	1.10611
3.92279	1.13557
3.9509	1.15521
4	1.18381
4.07612	1.20207
4.11957	1.18986
4.16001	1.17303
4.20391	1.15091
4.23905	1.12653
4.27419	1.09725
4.32031	1.06148
4.35853	1.02894
4.4007	0.98989
4.4499	0.94107
4.50667	0.89346
4.55532	0.85324
4.60452	0.82399
4.64668	0.80452
4.71091	0.79349
4.77319	0.80971
4.82942	0.84409
4.87861	0.87357
4.90673	0.8981
4.94488	0.93189
