-4.89051	3.84544
-4.38079	3.8488
-4.11088	3.85263
-3.84098	3.84858
-3.57108	3.85262
-3.30118	3.85049
-3.03128	3.84941
-2.88414	3.84582
-2.81926	3.82863
-2.76138	3.79725
-2.71849	3.77146
-2.68184	3.74603
-2.6452	3.72698
-2.61772	3.72067
-2.58718	3.72121
-2.56125	3.79754
-2.55118	3.90926
-2.53318	4.04088
-2.4803	4.05906
-2.42533	4.04643
-2.38222	4.03763
-2.33372	4.01453
-2.26959	3.97652
-2.20563	3.93862
-2.15731	3.91033
-2.10469	3.88134
-2.04973	3.84958
-1.9856	3.81146
-1.88741	3.75317
-1.8207	3.71616
-1.7749	3.68438
-1.72909	3.65897
-1.68729	3.64187
-1.6558	3.62725
-1.60083	3.621
-1.55281	3.63111
-1.53671	3.81251
-1.53431	3.91165
-1.52755	4.0294
-1.50995	4.05535
-1.46342	4.06783
-1.41761	4.05518
-1.36333	4.04363
-1.28936	4.00445
-1.19338	3.95312
-1.1153	3.9028
-1.02369	3.83923
-0.93633	3.77748
-0.86795	3.72478
-0.82214	3.69937
-0.77634	3.67397
-0.73969	3.64854
-0.69567	3.62995
-0.62976	3.6169
-0.57143	3.62569
-0.55647	3.68724
-0.54731	3.80208
-0.53815	3.94881
-0.51744	4.02682
-0.48318	4.05099
-0.45115	4.06729
-0.39157	4.07035
-0.35493	4.05767
-0.31946	4.03982
-0.26331	4.00686
-0.21751	3.98145
-0.16519	3.95007
-0.11249	3.91499
-0.06177	3.87976
-0.0135	3.84003
0.0315	3.80255
0.08544	3.75884
0.13977	3.71439
0.18558	3.67623
0.23138	3.63806
0.26803	3.61264
0.30443	3.60543
0.35964	3.60009
0.40045	3.61544
0.42377	3.66403
0.43293	3.71508
0.44209	3.76613
0.45125	3.8108
0.46041	3.85547
0.46957	3.89377
0.47873	3.9193
0.50251	3.95022
0.54286	3.98324
0.59783	4.01526
0.63447	4.03448
0.67042	4.04214
0.68944	4.0091
0.6986	3.95809
0.6986	3.91982
0.70641	3.86679
0.71692	3.81143
0.71692	3.76678
0.72441	3.70392
0.74241	3.6789
0.7604	3.72907
0.7604	3.76666
0.7604	3.80426
0.7694	3.85441
0.7694	3.892
0.7694	3.91706
0.7694	3.97972
0.7694	4.01731
0.7694	4.04864
0.7784	4.14265
0.7784	4.18024
0.7874	4.21786
0.7964	4.268
0.8054	4.30562
0.8054	4.34321
0.8054	4.39334
0.8054	4.4372
0.8144	4.48108
0.8144	4.51867
0.82845	4.5563
0.8304	4.59291
0.84446	4.60762
0.85015	4.59409
0.86839	4.55013
0.8796	4.51472
0.88663	4.48538
0.89365	4.44625
0.89365	4.39731
0.90068	4.35818
0.90068	4.31903
0.90068	4.21627
0.90771	4.17225
0.91474	4.12333
0.91474	4.08418
0.92177	4.03526
0.92177	3.99611
0.93138	3.94251
0.93582	3.85913
0.94285	3.82
0.9529	3.76425
0.95691	3.73195
0.95691	3.6928
0.95691	3.65365
0.95691	3.62429
0.96394	3.53622
0.97096	3.43837
0.97799	3.38945
0.97799	3.36009
0.98502	3.33075
0.98502	3.27202
0.98502	3.24266
0.99205	3.20353
1.01724	3.16809
1.04125	3.20365
1.0553	3.25261
1.0553	3.30155
1.06233	3.33093
1.06936	3.37009
1.06936	3.41903
1.07639	3.45819
1.0802	3.56104
1.08341	3.60501
1.08341	3.64416
1.1045	3.68336
1.1045	3.72251
1.10597	3.76821
1.11856	3.8302
1.11856	3.87913
1.12558	3.9183
1.12558	3.96723
1.13261	4.02597
1.13261	4.06512
1.13964	4.10428
1.14667	4.15323
1.1537	4.1924
1.1537	4.21687
1.17086	4.24853
1.19587	4.20228
1.20289	4.16805
1.20992	4.12891
1.21695	4.08489
1.22398	4.03597
1.22398	4.00661
1.23803	3.97728
1.24506	3.92836
1.24634	3.89312
1.25209	3.84519
1.25209	3.80115
1.25912	3.7718
1.26615	3.71799
1.26615	3.67395
1.26615	3.6348
1.27508	3.59877
1.2802	3.55654
1.28723	3.5223
1.28723	3.46847
1.29426	3.41956
1.29426	3.38041
1.30034	3.24162
1.30832	3.19449
1.31534	3.16514
1.32237	3.12601
1.33643	3.0869
1.34346	3.05755
1.35048	3.02821
1.37582	3.01987
1.38562	3.05765
1.39265	3.09682
1.39265	3.12618
1.39265	3.16532
1.39265	3.21426
1.39382	3.28689
1.40671	3.32195
1.40671	3.3611
1.41374	3.4492
1.42077	3.49815
1.42077	3.5373
1.42077	3.57644
1.42077	3.61559
1.42077	3.64495
1.43482	3.66456
1.44432	3.80587
1.44888	3.85055
1.44888	3.88969
1.44888	3.91906
1.45591	3.95822
1.45591	4.00715
1.45591	4.03652
1.46293	4.08547
1.46293	4.12462
1.46996	4.16378
1.47699	4.20294
1.47699	4.23231
1.48031	4.28214
1.48402	4.33998
1.49105	4.39872
1.49808	4.43788
1.49808	4.47703
1.5051	4.50641
1.5051	4.53577
1.51213	4.56515
1.53133	4.59748
1.5543	4.56525
1.56133	4.52611
1.56133	4.47718
1.56836	4.43805
1.56836	4.38911
1.58241	4.35
1.58274	4.29983
1.58944	4.19342
1.59647	4.12493
1.6035	4.06622
1.61053	4.00752
1.61755	3.93903
1.6243	3.83135
1.63161	3.78247
1.6333	3.6434
1.63864	3.60632
1.64567	3.56719
1.65269	3.52805
1.65972	3.49871
1.65972	3.45956
1.66675	3.43022
1.68299	3.39555
1.70189	3.4303
1.70189	3.47923
1.71595	3.5282
1.71595	3.55756
1.73	3.62611
1.73	3.65547
1.74406	3.69465
1.74406	3.72401
1.74406	3.76316
1.74406	3.81209
1.74406	3.89039
1.75028	3.9319
1.75812	3.98829
1.75812	4.04701
1.75812	4.09105
1.76514	4.15469
1.77217	4.19385
1.7792	4.25259
1.7792	4.30152
1.78623	4.34069
1.78623	4.41899
1.79326	4.46794
1.79326	4.51687
1.80029	4.55604
1.80731	4.5952
1.81434	4.62458
1.83337	4.65367
1.85651	4.62468
1.85651	4.58553
1.85651	4.55617
1.86354	4.52682
1.87057	4.48769
1.8776	4.44856
1.88462	4.41922
1.88462	4.34581
1.89165	4.30179
1.89165	4.24307
1.89165	4.15498
1.90536	4.1201
1.90571	4.07672
1.91274	4.01802
1.91976	3.9691
1.92679	3.92997
1.92679	3.9006
1.93382	3.83211
1.94085	3.73426
1.94085	3.67554
1.94788	3.62662
1.9522	3.49378
1.9549	3.45536
1.96193	3.42112
1.96896	3.38199
1.96896	3.35263
1.96896	3.30859
1.97599	3.26946
1.98302	3.21565
2.00687	3.18419
2.02519	3.21085
2.03221	3.24512
2.03924	3.27939
2.03924	3.32344
2.05624	3.36871
2.06033	3.41157
2.06033	3.4605
2.06033	3.5388
2.06736	3.58775
2.07421	3.64581
2.07438	3.70032
2.08844	3.75418
2.08844	3.80311
2.09547	3.84228
2.09547	3.88143
2.10124	3.98285
2.1025	4.02335
2.10952	4.06741
2.12358	4.11638
2.13061	4.14576
2.13764	4.17514
2.13764	4.1996
2.15761	4.21619
2.17981	4.19481
2.17981	4.16545
2.18683	4.1361
2.20089	4.09699
2.20792	4.06764
2.20792	4.01871
2.22197	3.96981
2.22197	3.92087
2.22793	3.84663
2.23603	3.80835
2.24306	3.76433
2.25711	3.72521
2.25711	3.67628
